,Sno,Clothing.ID,Age,Title,Review.Text,Rating,Recommended.IND,Positive.Feedback.Count,Division.Name,Department.Name,Class.Name
3120,3228,945,35,Versatile,"Cutei Noticed This Vest Hanging In My Local Store And Tried It On On A Whim Because It Felt So Soft. I Usually Wear An Xs Or S In Retailer'S Clothing So I Tried On The Xs/S And Felt It Was True To Size - It'S Obviously Large, But That'S Because That Is The Style! The Shoulders Fell Perfectly. I Was In Love From The Moment I Put It On! While It'S Not My Normal Style, It Was So Soft And Beautiful And It Flowed Perfectly, Plus The Extra Fabric Allowed For A Bit Of ""Cozying Up"" In Colder Weather By Wrappi",5,1,5,General,Tops,Sweaters
3121,3229,1077,30,,This Dress Is Beautiful! It Is A Nice Heavy Fabric With Stretch And Just Fits Perfectly.,5,1,5,General,Dresses,Dresses
3122,3233,1035,41,It's all in the details,"I love these jeans- they really added something special to my wardrobe!

size: 
i purchased my normal size in the store and was worried they wouldn't stretch out. the sales clerk helping me order the larger size alerted me that these will stretch a full size as i wear them but i wanted to be sure so i ordered the larger size just in case. 

i received the larger size and when i tried them on i could feel them stretching out right away and feeling too loose. i kept my normal size and wore th",5,1,5,General,Bottoms,Jeans
3123,3238,380,33,Very flattering and easy to wear,Really Love This Bathing Suit. It Fits Very Well Definitely Don'T Need To Size Up For This One. Flattering To My Mom-Bod And Breasts That Have Seen Perkier Days. Excited To Be Taking This One To Costa Rica With Me This Summer!,5,1,5,Initmates,Intimate,Swim
3124,3250,380,38,Chevron pattern off center in back,"I purchased this swimsuit in the mint. gorgeous color combination. i'm 5'5"" and weigh 117 lbs. i purchased a small. the fit is true to size. i love the front design; however, my husband promptly brought the back of the swimsuit to my attention. the chevron was off center. the design should have been centered with my back; however, it was on the right side of my back. i immediately called retailer assuming the product was defective. the item was sold out on line; however, a supervisor was able to l",1,0,5,Initmates,Intimate,Swim
3125,3263,839,63,Pretty shirt!,I loved the cut out features on the shoulders of this shirt. it has the palest tone as pictured and will be cute with jeans this summer and on vacation. i took one star away because the body is cut rather large. i tested the center back fit and that was fine. i wish the body was a little more narrow.,4,1,5,General,Tops,Blouses
3126,3273,945,37,Love this vest,I have this in another color and it is my absolute fav! transform any outfit! it has an over-sized fit.,5,1,5,General,Tops,Sweaters
3127,3278,1033,29,Great jeans,Horrible Smelli Love The Way These Jeans Look And Fit But They Have A Chemical Smell. I Assumed The Odor Would Go Away After I Washed Them But It Doesn'T Seem To Have Helped.,2,0,5,General Petite,Bottoms,Jeans
3128,3300,1084,49,Great style, poor qualityI wanted this dress so much i ordered it twice. both times the zipper was defective--it would get stuck midway up at the waistline--so i had to send it back (there isn't an retailer in my area). this is a shame because it's got great colors and looks flattering on and i was looking forward to pairing it with a cardigan/boots for fall. i even thought about taking it to a seamstress to have the zipper replaced but the cost didn't seem worth it. too bad as it seems like it would be a nice,1,0,5,General Petite,Dresses,Dresses
3129,3336,872,26,Average top,This Top Looks Much Nicer On The Model Than In-Person. I Tried It On It Didn'T Look Flattering And Was Shorter Than I Like. In The Picture I Really Like The Top With The Design And Frills On The Side Gives The Model A Waist. In-Person The Design Doesn'T Stand Out Much And The Frills Look Wrinkled.It Is Also Sweatshirt Material And A Tad Stiff. I Am Sending It Back. It Just Didn'T Look As Flattering. Also It Seemed More Fitted At The Top Than Bottom.,3,0,5,General Petite,Tops,Knits
3130,3351,458,47,Comfortable,Soft Flattering Lounge Pantsi Bought These In The Navy Stripe And They'Re Soft And Comfortable. I'M Between A Small And A Medium And The Medium Works Here -- I Could Not Have Worn A Small In These. The Narrow Stripes Make The Pants Flattering And The Drape Is Lovely. I Wish They Had Pockets But I Guess I Can'T Have Everything!,4,1,5,Initmates,Intimate,Sleep
3131,3398,883,44,Not too bad..,I purchased the grey in a medium i normally wear an 8 or 10 in tops 36 c.. i found it to fit quite well but it has the shape that seems common at retailer lately in that it is shorter and more boxy. so if you have a longer torso(like me) you may not be the happiest. i loved the lace and didn't have an issue with that area being sheer but the non-lace part is very thin. i did try it on with a black bra and it was obvious i was wearing black all around you could even see the width of th,3,0,5,General,Tops,Knits
3132,3459,1056,24,So soft!,These pants are so great! they fit as expected and are a nice skinny crop but nothing too tight. the fabric is very soft making these pants incredibly comfortable. this was my first pair of the stet crops but will probably buy another pair in the future.,5,1,5,General Petite,Bottoms,Pants
3133,3484,939,39,Sweatercoat of the season,"Beautifully constructed and designed, this lovely sweater coat from rosie neira makes me anticipate fall weather more than i should. the fit is perfect for light layering and has a feminine silhouette. the wool feels like all my other boiled wool pieces--it's soft, slightly itchy, but tolerable. i wear a layer anyway so i hardly notice. just be aware for those that are extra sensitive. i purchased size mp and my stats are 5'3"" 135# 38/28/35",5,1,5,General,Tops,Sweaters
3134,3499,1070,68,,"I loved this on the mannequin and assumed it would look terrible on me. i tried it on anyway and was delightfully surprised. i tried a small and it was too roomy in the top so i opted for the extra small. i'm 5'6"" and 130 lbs, (27 in jeans, 34a). my booty definitely fills it out but the rest of the fit is similar to the model. it is hard to get on and off but if you tie a looser bow before slipping it over your head it's much easier to get back on and you can tighten it up again fairly easily. f",4,1,5,General,Bottoms,Pants
3135,3520,872,57,Amazing top!,I Purchased This Top (I Thought Of It As A Sweater) To Wear For A Chilly Holiday In Mn. It'S Super Flattering And I Think It Would Be On Anyone! My 28 Year Old Daughter Saw It On Me And Claimed At A Christmas Present So I Just Ordered Another. We Have Very Different Body Types But The Neckline Made Us Both Look Very Elegant And It Is Super Comfortable. I Haven'T Seen How It Cleans Yet. We Both Got The Lighter Colored One...Love!,5,1,5,General,Tops,Knits
3136,3534,872,31,Unique item,"I didn't thoroughly read the description of this product, so when it arrived i was surprised to see the thread was sparkly. i tried it on and the neckline is absolutely beautiful and feminine. it looks like a masculine cut on the model, but it's actually a really beautiful neckline with flared flowing bottom to it.

my only complaint is that it looks a tad longer on the model then it is is real life. i'm 5'9"" and it shows most of my behind, unlike the length of the model where it seems more like",4,1,5,General,Tops,Knits
3137,3554,1077,46,,Dress Is Cute And Comfortable To Wear. I Bought The Black Motif In Regular Size 0. It Fits Perfectly And Falls Just Above My Knees. I Have Washed It In The Washing Machine Placed In A Large Zippered Mesh Bag And Hung It To Dry. As Mentioned In Previous Reviews With The Exception Of It Being Unlined It'S A Wonderful Dress And Am So Happy To Have It.,4,1,5,General,Dresses,Dresses
3138,3711,1030,56,Too small,I Have Never Bought The Mother Brand Before But At Close To 200$ I Was Expecting Something Fabulous. At Size 29 (My Usual) I Couldn'T Even Get Them On My Leg. I Can'T Imagine How Many Sizes I'D Need To Go Up To Even Get Them To Fit!,4,1,5,General,Bottoms,Jeans
3139,3723,1081,29,Beautiful -- runs very small,This Is A Gorgeous Dress... Great Print Comfortable Fabric (Very Wrinkly Though). Runs Very Small. I'M Usually A 00 Or Even Sized Out At Retailer And Will Need To Size Up To A 2.,5,1,5,General,Dresses,Dresses
3140,3740,1078,61,Bohemian chic,"The picture of this dress does not do the colors justice. they are a very rich green and pink, which were a popular color combination in the 70's. (i was there!) it adds an authentic touch to this great peasant dress. the black and white embroidery on the bib gives it a modern flair. i am 5'6"", 130 pounds, and usually wear a size six in a dress. the small fit perfect. while the dress is billowy, the square on the back pulls it in, so it doesn't fit like a tent. perfect for boots now, sandals lat",5,1,5,General,Dresses,Dresses
3141,3768,1086,40,,I Loved This Purchase. The Dress Is Beautiful. It?S Classy Very Feminine And Rich-Looking. The Colors And Fabric Are Exactly As Shown On A Picture. It Is Tailored And Non-Stretch So Size Has To Be Right. I Am Between 6 And 8 And My Size M Dress Fits Well. Had To Spend Time Shopping For A Belt As The Dress Definitely Needs One. Gorgeous Dress!,5,1,5,General Petite,Dresses,Dresses
3142,3770,1086,58,Beautiful dress,"This is a gorgeous dress that while it runs quite small ( i normally take a s or xs ). i had to exchange it for a medium. i am 5 4"" and it falls below the knee which is how i like my dresses. it is a gorgeous pattern of color which could be worn for 3 seasons. i look forward to wearing it for many special occasions.",5,1,5,General Petite,Dresses,Dresses
3143,3790,1091,50,Warm dress, slightly itchyI got this dress in the green in an xs and was a little leary of the fit in light of the previous review. however when i tried it on i was impressed how it felt in the upper torso - it fit great in the neck arms and shoulders. and i didn't find the rest of the dress to be too roomy although it wasn't a snug fit either. it came below the knee on me but it didn't bother me that it was slightly longer than in the modeling pics. it is a little on the itchy side so it may be best to wear a cami,4,1,5,General,Dresses,Dresses
3144,3807,232,57,Poor quality,Recently Received This And Was Very Disappointed With The Quality. The Fabric Was Very Thin Easily Stretched Out Of Shape. Price Is Ridiculous For This Item!,1,0,5,Initmates,Intimate,Sleep
3145,3825,861,45,T.la's cutest tee. ever!,Every Spring/Summer I Look Forward To T.La'S Tanks & Tees And Stock Up On Them. Sometimes It Is Difficult To Determine The Color Online But This Top (I Bought It In Green) Is Without A Doubt The Same Color In Person As It Is Online. The Color Is A Gorgeous Sea Green And The Softest Cotton Tee (Just Keeps Getting Softer Wash After Wash) And The Silver Buttons On The Side (What A Unique Twist To An Everyday Tee). Now All I Need Is The Blue One.,5,1,5,General,Tops,Knits
3146,3924,1081,26,Warning for busty ladies - othewise perfect!,"Found this lovely dress in store and wanted to try it on. fits true to size everywhere except the bust. i am a size 2-4 with a 34dd bust. i can normally fit most retailer dresses no problem though. this one was very very very tight just in the bust and squished my chest to be a very unflattering shape.

i am 5'4 and the length was perfect just above the knee, for a youthful but work appropriate length.
i am a relatively fit but hourglass curvy lady, but certainly not a 'perfect' beach body and",4,1,5,General Petite,Dresses,Dresses
3147,3928,831,64,Beautiful but strange back design,"This top is very pretty and looks expensive and as pictured
nice pattern and could be dressed up or down
the gathered neck is beautiful and has a bit if a stretch 
however, the back of the top has strange bat wing-like design element that seem unnecessary and distract from the elegance of the rest if the top
sadly, i think i may send it back.",4,1,5,General,Tops,Blouses
3148,3966,257,33,,Amazingly Soft Jacket! Tried This On And Three Sales Girls All Said They Wanted It! The Other Reviewer Said There Wasn'T Any Pockets But Yes There Are- They Are Sewn So You Have To Undo The Stitching But They Are There!! Perfect Jacket At A Great Price. First Time I Wore It I Received Several Compliments.,5,1,5,Initmates,Intimate,Lounge
3149,4006,1094,67,Love it!,"I was a little hesitant to order this dress because of the a-symmetric hem. being very petite i thought it would be too bold for my small frame. i loved the colors though-- i ordered the one in red--and the the way the dress twirls and flows so i took a chance--and so glad i did!
the dress is beautiful and unusual and so very flattering. the top portion is of a heavier fabric,so no see through at all. the slanted cut of the white and tan portion is very slimming and flows beautifully into the r",5,1,5,General Petite,Dresses,Dresses
3150,4037,895,24,Great sweater for the fall season,I Went To My Local Retailer Store In Kansas Citymo At Country Club Plaza And Let Me Tell You When I Saw This Sweater I Mediately Fell In Love With It. I Bought Mine In The Red Color In A Size Medium And It Fit Me Perfectly. I Would Definitely Recommend Getting This Sweater Because It'S So Soft And Very Flattering On My Body Type. I Also Love The Pattern And Definitely Worth The Money!!,5,1,5,General Petite,Tops,Fine gauge
3151,4043,866,35,Very cute,"Challenging Fitthis Top Is Adorable And Has A Looser Fit (As Shown On The Model Shot), So I Would Have Liked To Size Down; However, The Arms Are Extremely Fitted/Tight And There'S No Way I Could Have Fit My Arms Into The Next Size Down. If You Have Slim Arms, Maybe You Could Size Down And Make This Work.",3,0,5,General,Tops,Knits
3152,4189,203,48,Comfy,"The pattern ""camouflages"" my curvy figure :-) . the fabric is very soft, great for lounging. i wish the fabric offered a little more support though for working out.",4,1,5,Initmates,Intimate,Lounge
3153,4197,860,38,Pretty blouse; comfortable; buy one size smaller,This is a pretty blouse that is also very comfortable. i am always an xl in retailer tops but i needed to go down to a large on this one. this blouse is cut generously everywhere but going down one size was perfect for me. the fabric in the back falls from the shoulder blade area so it has a very nice drape in the back. the sleeve cuffs and placket are some sort of cotton so the cuff made a nice base to fold the sleeve around and up to the elbow. i wore a nude bra underneath and i can't see m,5,1,5,General Petite,Tops,Knits
3154,4203,964,56,Cute but not for me,I ordered this online but i own the vest and i love it so i took a chance. this is a super comfy great quality jacket. the sleeves are some kind of knit material and that makes it really cozy and not constrictive. the color i ordered the green is perfect. i ultimately returned the jacket because i thought the lapels were just too wide for my liking. they look exactly like the picture so if you don't mind that you will probably be very happy with this jacket. it just wasn't for me. i ended,4,1,5,General Petite,Jackets,Jackets
3155,4230,1053,51,Stitching falls apart,"I thought these were gorgeous and was going to buy them although the price was a bit high. in fact, two separate women came up to me as i was walking around the store and asked where i got the pants because the colors are so vivid. however, as we were looking at the items, we noticed that both the green and the blue both had several small holes in them due to stitching quality, as the previous reviewer noted. therefore, none of us purchased the pants.

the staff at the store were very helpful",1,0,5,General,Bottoms,Pants
3156,4259,1086,31,Not for my curves,"5'7"", 34c, 28 jeans, size 4 dress. fell in love with the pattern in particular, knowing the design might not work best for my body. ordered the size small - it was not unflattering - but it did nothing for my body type. if anything, the excess fabric made me appear wider and made my waist non-existent. the trouble was that the skirt portion has the elastic band starting high - approximately right under your chest - almost like an empire waist (this is hidden by the flap of material hanging over",3,0,5,General,Dresses,Dresses
3157,4265,940,48,Take a close look,When i saw this online it looked like a regular cardigan with a hood but with looser arms and a generally looser fit. just be aware it has bat wings or something (not sure what it is called). there isn't one picture included with an arm lifted so without a really close look the arms look loose but normal. i returned it :(,5,1,5,General,Tops,Sweaters
3158,4286,1078,32,Love this dress!,I love this dress! i generally wear size 10 and the medium fits perfect. i'm a curvy lady and this dress fits great. i've received many compliments on it and might even get another pattern because i love it so much!,5,1,5,General,Dresses,Dresses
3159,4331,1081,67,My new favorite,"Just got this dress in the orange print and i can't begin to say how much i love it!! looks even better in person than online and it's super flattering. love the neckline, armholes are perfect and show off toned arms and shoulders ( this is the kind of dress that makes time spent at the gym worthwhile!). the fabric is light and stretchy and the pockets are an extra bonus.
i would say fit is tts but keep in mind that it's very loose at the bottom so i would go down in size if you want a less loo",5,1,5,General,Dresses,Dresses
3160,4366,1094,48,Striking and adorable,This dress is super cute and has the most striking color (i got the blue). i just love it. it's comfortable and flattering and hits me in all the right places. i am a petite girl and normally wear a 0 or 2 in retailer dresses and as the other reviewers mentioned this runs small so a 4 was what i needed and even the 4 does not leave any wiggle room. that said i like my dresses to fit sort of snugly so it works for me. i highly recommend it overall - the quality cut color and comfort all ma,5,1,5,General,Dresses,Dresses
3161,4448,1094,34,Love this dress!,I'M Not Sure Why This Dress Has Such Bad Online Reviews Because I Absolutely Love It! It Fit Tts For Me But I Have A Large Bust So Will Run Big If You Are Smaller On Top. I Don'T Like Paying Full Price Usually But The Quality And Beauty Of This Dress Justified It! If You Are Into Prints And Colors You Will Definitely Be Able To Pull It Off :),5,1,5,General,Dresses,Dresses
3162,4477,1038,34,Just beautiful,The Embroidery Is Actually Navy Blue Not Black Like It Shows In The Photos Which Was Even Better For Me. These Are So Soft And Feminine Looking. Love Love Love! Please Make More Decorated And Embroidered Hyphens Like You Have In The Past Retailer :),5,1,5,General,Bottoms,Jeans
3163,4483,1095,31,Unflattering shape,"Ref: 5'4"", 125# 27/4, 32g. i don't think this is for us shorter women. this hits you right where you don't want a vertical line to hit. it flares out at your hip and makes you look shorter than you are. the fabric is like a double gauze and very soft and the colors are beautiful but i couldn't even dream of making this work. i thought maybe with my larger bust it would create shape but it looks like i just wrapped a bunch of fabric around me! glad i tried in-store and didn't online order.",2,0,5,General Petite,Dresses,Dresses
3164,4540,1187,35,Cheaply made but flattering cut,This Is The Perfect Peplum. It Floats A Bit But Doesn'T Stick Out And Is Super Flattering. That'S Why I Kept Mine Even Though The Front Seams Were Like An Inch Off And The Peplum Pleat Is Crooked. Geeze Retailer. This Is Why I Can'T Justify Buying Much Of Anything Unless It'S On Sale. Quality In Recent Years Has Gone Wayyyy Downhill.,3,1,5,General,Tops,Knits
3165,4656,1095,48,Fit was off,I was really excited to get this dress i initially ordered a small (i am a size 4) but when i tried it on it was really tight. the bodice at the top fit strangely-i had to shorten the straps quite a bit and the dress just looked off. i love retailer and get all of my dresses from there and the look of the dress on line was beautiful but just didn't fit right. i did love the lace look and would love seeing more dresses with this design.,1,0,5,General Petite,Dresses,Dresses
3166,4665,1048,47,A very nice surprise,"I think i've made a hobby out of trying on jumpsuits & rompers this season. i now own three (including this one in my usual size small: 32d-31-38). i passed right by this on-line but it drew my attention in the store. i didn't realize it was chocolate brown and ivory (i'm a sucker for brown). i tried it on on a whim and it looked great. i am tall--almost 5' 9"" and it looked great. i will say it shows off my bottom (for better or worse) more than other jumpsuits. it doesn't give me a wedgie but a",5,1,5,General Petite,Bottoms,Pants
3167,4780,1024,37,Practically perfect,These are just as cute as pictured. they are generously sized made from soft denim. the denim has quite a bit of stretch. i ordered a size down from my normal size. i was surprised by all the extra threads in the pockets. they were still attached to the inside of the pockets. it just made them feel a little unfinished. these didn't impact the overall wear or appearance of the garment. the straps are adjustable with two buttons on the overalls and three strap-length adjustments on the straps. the,5,1,5,General,Bottoms,Jeans
3168,4837,829,35,Love maeve generally,This blouse ran so short in the body it has to go back. it would not cover my stomach untucked or tucked in. it's unfortunate i think it would be very beautiful and flowey.,3,0,5,General,Tops,Blouses
3169,4904,1086,49,Love the style,"Wish It Came In Petitei Love The Asymmetrical Style Of This Dress - So Unique. Also The Cotton Blend Is Appreciated In A Sea Of Polyester. The Body Of The Dress Hangs Nicely And Is Flattering To The Figure. But It Didn'T Quite Work For Me Due To The Sleeves- They Are Narrow And Not Stretchy Enough To Be Comfortable. Sizing Up May Have Helped, But Because I Am Also Short (5'1""), The Sleeves Were Also Too Long For Me. I Wish It Came In Petite Length. If So, I Could Probably Just Go Up A Size To Make The Sleeves More Co",4,1,5,General Petite,Dresses,Dresses
3170,5005,1025,38,Fantastic fit and fabric,I Went To The Store To Buy The Transcend Verdugo Ankle In Blue. Howeveri Left With It In Blue And Black. The Black Is Perfect. Absolutely Amazing Fabric That Shapes Your Behind And No Ones Is More Imperfect Than Mine. I Cant Say Enough About These Except Paige Rocks! I'M A Fan!!,5,1,5,General Petite,Bottoms,Jeans
3171,5015,562,25,Not as it seems,I Thought This Would Be A Cute Business Attire Skirt. I Hate To Say It But I Felt Like It Flared Out As If I Were Amelia Bedelia Or Some Whacky Children'S Book Character And Not Retailer. The Fabric Made It Look Bulky. I Sadly Had To Return It.,1,0,5,General,Trend,Trend
3172,5088,863,67,,I love this top. it's very comfortable looks great and the quality is very good. i've had many compliments on it.,5,1,5,General,Tops,Knits
3173,5150,881,73,10++++++,"I can't rate this with enough stars or numbers! great fit, can't see up the sleeve, perfect length, just right amount of fabric for draping. i am 5'3"" and 130lbs. fits like a dream and when i got it home from the store....it goes with all things in the closet!!! my one reservation is it only comes in one color. let's get on it designers! we need a lipstick red for summer and coral and navy and black and white. i don't need any other top! this one has great cool fabric and you don't need to wear",5,1,5,General Petite,Tops,Knits
3174,5171,865,37,Fun little tank!,Love This. The Stripes Are Cute And Simple But Even Better Is The Texture Of The Fabric (Do A Close Up On The Photo If You Can). It'S A Swing Tank So There Is A Lot Of Fabric But Styled The Right Way And This Is Dreamy :) I Passed On It Only Because I Like My Tops Much Longer Than Usual And This One Wasn'T Quite Long Enough For Me. I Tried True To Size And Had It Been Longer I Would Have Went With It - But Smaller Ladies Might Want To Down Size A Size Or Two :),5,1,5,General,Tops,Knits
3175,5204,854,39,Another great tiny henley,I Have Quite A Few Of These Tiny Henleys Because They Are Unique And Comfortable. The Color And Details Of This One Are Beautiful. If You Are A Fan Of These Too You Won'T Be Disappointed With This One.,5,1,5,General,Tops,Knits
3176,5229,1094,41,Retro-mod yum,This dress is a zillion times cuter in real life. it's very retro-swingy and girlish- it reminds me of something mia farrow would've worn in her rosemary's baby era. i have the black version and i've paired mine with tall black gladiator sandals for a more sultry nighttime look and also flip flops for beachy summer days. i think it's a total steal at the sale price.,5,1,5,General Petite,Dresses,Dresses
3177,5370,985,59,,"This came in the mail today. i wasn't sure of my size, so i ordered a s & m. i tried on the small first and it fit perfect. i never tried on the medium. fyi, i'm 5'5"", 125 lbs., & 34a in the chest. this jacket is a keeper.
it is so soft & comfortable on; i love olive as it goes with everything; it can be super casual or dressier depending upon what you're wearing. i also like that it is collarless as that better allows for a wrapped scarf. i will use this jacket a lot.",5,1,5,General Petite,Jackets,Jackets
3178,5401,877,44,Cute sweatshirt,I Really Wanted This To Work. The Embroidery Detail Is Very Pretty. However The Inside Of The Sweatshirt Is A Bit Scratchy From The Embroidery So I Would Recommend Wearing A Cami Or Tank. The Sweatshirt Is Also On The Short Size. The Small Hit The Top Of My Jean Waist. In The End I Decided To Return It:(,3,0,5,General,Tops,Knits
3179,5445,895,41,,Yay for the return of shirts that show your form but don't reveal the flaws! i bought this in cream which only seems to be in stores right now. the stripes on the cream version are vibrant and beautiful. the weight of the top is very nice and really hugs your shape. i did think it ran a tad small. i bought the large but also could have worn the medium.,5,1,5,General Petite,Tops,Fine gauge
3180,5466,1026,59,,"Omg! so comfortable and feels like wearing nothing at all! i wish the blue print was still available in my size. tried them on at the store and fell in love! they say the length is 31.5, however i am on the tall side, usually wear 34"" in jeans, but these are perfect. i see from other reviews that these pants have been around for a while. please don't change them, and i will be getting another pair or two next year!!!",5,1,5,General,Bottoms,Jeans
3181,5478,909,56,Easy flattery,"Flattering even for a 50+ year old body. the lavender is subtle and pretty (it's a blue-ish color) and the sweater skims the body nicely. i have a broad back and some delicate sweaters make me look unwieldy; this one is minimizing. sleeves are long, but not too much so. i usually wear an 8 and the m fits well.",4,1,5,General,Tops,Fine gauge
3182,5579,974,43,Frankenstein experiment gone wrong,"This jacket looks like such the statement piece online with the soft focus lens, but in reality...meh. i think the pattern is gorgeous and would have worked without the studs. and the studs are unique and would have worked on a simple solid color. but put them together and you have the unwanted love child of a laura ashley bag and a marching band jacket. to me, it all felt more cloying than clever.

the quilted fabric and boxy cut of the jacket also makes it unwieldy and uncomfortable. since i",2,0,5,General Petite,Jackets,Jackets
3183,5694,1078,26,Buy this dress.,"The model in this photo should be standing tall, because this dress looks absolutely fabulous right out of the tissue paper! i ordered a small, and am 130pounds 5'5""- the dress fits like a glove, and is a pull over style. the nude slip- lining connected to the outer shell works wonders and allows for a full coverage feel, yet nice breezy, sexy appeal. this dress can be worn to work, on a hot date, and even a nice weekend look. when i say slimming i mean it. the center detail- grabs the most perf",5,1,5,General,Dresses,Dresses
3184,5811,1095,60,For a nymph waist,This Is A Lovely Dress With Great Fabrication. Nice Detail On The Zipper Placket. Good Material. However It Runs Small In The Waist If You Had A Nymph Waist This Is For You! I Couldn'T Get It Zipped.,3,1,5,General,Dresses,Dresses
3185,5818,842,37,Cute, but not quite right...Great idea but this was not a flattering top on me. it almost worked but ended up making me look like i am pregnant?not a look i am striving to achieve?it has potential and maybe others with a different body type may have success. ( i am curvy on bottom and have a long torso) for the price it did not justify a place in my closet?,3,0,5,General,Tops,Blouses
3186,5832,1033,61,Sooo flattering,Saw These At My Local Retailer Store And Almost Didn'T Try Them On. So Glad I Did. They Made My Legs Look Long And Lean. They Run A Little Big And I Decided To Go Down A Size Because I Think They May Stretch Out After Wearing For Awhile. The Material Is Fairly Thick But I Think That Helped In Making Them Appear To Slim My Hips Butt And Thighs. The Material Is Really Pretty Stretchy And That Made Them So Comfortable. I Love How I Look In These!!!,5,1,5,General Petite,Bottoms,Jeans
3187,5845,1025,36,"""won't stretch"" tags are misleading","The tag on the jeans said ""won't stretch out"", and i've already returned one pair to size down when they stretched out by the end of the first wear. ive been wearing the smaller size for a week, and it's stretching out as well. the crotch ends up dropping two or 3 inches and i keep having to hike the pants up in public, after just a week of owning them. i love paige jeans, and the cut and color of these are amazing. i'm going to have to size down one last time just to get them to stay up, i hope",3,1,5,General,Bottoms,Jeans
3188,5862,916,46,Cabled crossover wrap,This Is Like Wearing An Afghan But I Get Cold Really Easy So For Me That'S A Good Thing. And It'S Super Soft And Not Itchy. I Could Easily Never Take This Off. Runs A Little Large But That Should Be Fine When It Gets Layered. ...Only Thing I Didn'T Like Was The One Long Stitch That Holds The Wrap In Place. I Worry It Will Snap And The Whole Thing Will Unravel.,4,1,5,General Petite,Tops,Fine gauge
3189,5870,1033,45,Cute pants,"These ""jeans"" definitely look more like pants and are very snug, but stretchy. i'm 5'10 and ordered the tall, and mine are a little longer than shown on the model. they look nice on, but are a tad tighter than i anticipated.",4,1,5,General Petite,Bottoms,Jeans
3190,5968,1004,53,Lovely skirt,"I was hesitant to try this on because honestly, it looked so short. however, i just bought this at my retailer store and it is very flattering on! 1st of all, it runs big. my normal size (12) was way too big and i had to go down a size. i could have gone down 2 sizes but the length became problematic. in my regular size (that was too big), the skirt hit me a few inches above my knee. perfect! in the size smaller, it was a tad higher; wish it was the same longer length as the 12 but still acceptabl",4,1,5,General Petite,Bottoms,Skirts
3191,5999,873,23,Cute tank,I Did Not Purchase Because It Was Too Low Cut For My Liking But Otherwise Really Liked This Top. I Am Wearing A Medium In The Photos And My Measurements Are 38-30-40 For Reference,4,1,5,General,Tops,Knits
3192,6073,1092,39,Sbags easily,I liked this dress but wasn't sure about the color on me. i tried it on anyway. originally i tried on the 0 but it seemed big so i ordered the 00. also usually i order petite but this dress is already short (and i am not getting younger) so i went with regular size this time. color was not bad on my pale skin i think the hue was ok (surprisingly). one thing that might bug the perfectionist in me the zig zag isn't always aligned the waist for instance was crooked but if it is like that e,5,1,5,General,Dresses,Dresses
3193,6138,1145,32,Cute,"But Bigi Love His Cardigan! I Knew The Small Would Be A Little Big Since I Am Normally An Xs Or Xxs. I Decided To Give It A Try Anyway. It'S Definitely A Little Big - I Would Have Liked An Xs To Be An Option (5'3"" And 110Lbs, For Reference). I'M Keeping It Because It Still Looks Cute, Just A Little Loose Through The Body.",4,1,5,General,Trend,Trend
3194,6146,862,42,Love,"Love Love.This Is Such A Flattering Top. I Bought It In Green. The Green Is A Cooler Version Of Kelly Green, Not The Muted Green I See On My Computer Screen. I'M Fair Complected And That Color Looks Great On Me. I Love The Elastic At The Waistband, Which Helps Camouflage My Mom Belly. I Wish They Made More Tops With Blousy, Elastic Waists! I Bought Several New Tops This Summer And This Is Probably My Favorite. After Wearing It For A Couple Of Weeks, I Decided To Remove The Tie String, Which Hangs Low; It",5,1,5,General Petite,Tops,Knits
3195,6181,494,38,Adorable,"Just so i'm clear, the only reason i said it runs large is b/c of the top portion, but the bottom or waist. loved this romper when i saw it online, it was however too big in the top portion. the straps are adjustable but the back is too low for a bra and it ""gaps"" too much in the front unless you are standing straight all day.

also b/c i'm 5'8, the small was just a tad too short, definitely no bending !

i'm 5'8 tall, 127lbs with an average size chest #34c# i ordered a small and the bottom",3,0,5,General,Bottoms,Shorts
3196,6182,138,35,A must for any morrissey fan :),I was eyeing this sweatshirt but didn't want to pay full price- i got it on sale and am so happy i did! it is super soft and comfy. it also fits perfectly- not too baggy but also not form fitting. as a moz fan i couldn't pass it up. awesome sweatshirt!,5,1,5,Initmates,Intimate,Lounge
3197,6185,881,44,Classy sweater,"I was surprised at how soft this sweater is. i thought for a brief moment it was cashmere. i'm a little worried it might pill. we shall see!

it is a pretty and classy sweater. will look great with jeans and heels or boots.

it looks somewhat long on the model. it wasn't quite as long on me, which was a bit disappointing. i'm 5'7 with long torso (not abnormally long!). it's still a great sweater and will be great for upcoming holidays parties!",4,1,5,General Petite,Tops,Knits
3198,6223,829,53,Great spring tunic!,"I had been eyeing this top online, decided to hit my local retailer to try it on! it is an adorable spring tunic!
i think it runs a size larger then your usual size. for reference, i am 5'7"" and 139 pds, small busted, and i bought a size 6, fits perfect. i will machine wash and hang to dry. happy with my purchase!",5,1,5,General,Tops,Blouses
